OCCUPATION_TYPE,DAYS_BIRTH_CATEGORIZED,AMT_INCOME_TOTAL_CATEGORIZED,FLAG_EMAIL,NAME_FAMILY_STATUS,NAME_EDUCATION_TYPE,NAME_INCOME_TYPE,CNT_FAM_MEMBERS_CATEGORIZED,GOOD_BAD,Unnamed: 0_x,ID,Unnamed: 0_y,NUMBER_OF_RECORDS,cumsum,Percentage
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Pensioner,2+2,0,29,29,29,29,188,15.425531914893616
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Pensioner,2+2,1,159,159,159,159,188,84.57446808510637
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Pensioner,big family,1,2,2,2,2,2,100.0
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Pensioner,couple,0,210,210,210,210,524,40.0763358778626
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Pensioner,couple,1,314,314,314,314,524,59.92366412213741
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,State servant,couple,0,225,225,225,225,526,42.77566539923954
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,State servant,couple,1,301,301,301,301,526,57.22433460076045
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Working,2+1,0,319,319,319,319,1007,31.678252234359483
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Working,2+1,1,688,688,688,688,1007,68.32174776564052
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Working,2+2,0,108,108,108,108,215,50.23255813953489
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Working,2+2,1,107,107,107,107,215,49.76744186046512
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Working,couple,0,1007,1007,1007,1007,3312,30.404589371980677
Not provided,under 50ties,high income,0,Married,Secondary / secondary special,Working,couple,1,2305,2305,2305,2305,3312,69.59541062801932
Not provided,under 50ties,high income,0,Separated,Higher education,Commercial associate,1 person household,1,303,303,303,303,303,100.0
Not provided,under 50ties,high income,0,Separated,Higher education,Working,1 person household,0,94,94,94,94,221,42.53393665158371
Not provided,under 50ties,high income,0,Separated,Higher education,Working,1 person household,1,127,127,127,127,221,57.466063348416284
Not provided,under 50ties,high income,0,Separated,Higher education,Working,2+1,1,45,45,45,45,45,100.0
Not provided,under 50ties,high income,0,Separated,Higher education,Working,couple,0,75,75,75,75,75,100.0
Not provided,under 50ties,high income,0,Separated,Incomplete higher,Commercial associate,2+1,1,22,22,22,22,22,100.0
Not provided,under 50ties,high income,0,Separated,Secondary / secondary special,Commercial associate,1 person household,0,44,44,44,44,213,20.657276995305164
Not provided,under 50ties,high income,0,Separated,Secondary / secondary special,Commercial associate,1 person household,1,169,169,169,169,213,79.34272300469483
Not provided,under 50ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,0,284,284,284,284,699,40.629470672389125
Not provided,under 50ties,high income,0,Separated,Secondary / secondary special,Working,1 person household,1,415,415,415,415,699,59.370529327610875
Not provided,under 50ties,high income,0,Separated,Secondary / secondary special,Working,big family,1,51,51,51,51,51,100.0
Not provided,under 50ties,high income,0,Single / not married,Higher education,Commercial associate,1 person household,0,21,21,21,21,21,100.0
Not provided,under 50ties,high income,0,Single / not married,Higher education,Working,1 person household,0,47,47,47,47,127,37.00787401574803
Not provided,under 50ties,high income,0,Single / not married,Higher education,Working,1 person household,1,80,80,80,80,127,62.99212598425197
Not provided,under 50ties,high income,0,Single / not married,Higher education,Working,couple,0,21,21,21,21,21,100.0
Not provided,under 50ties,high income,0,Single / not married,Incomplete higher,Working,1 person household,0,8,8,8,8,67,11.940298507462686
Not provided,under 50ties,high income,0,Single / not married,Incomplete higher,Working,1 person household,1,59,59,59,59,67,88.05970149253731
Not provided,under 50ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,20,20,20,20,22,90.9090909090909
Not provided,under 50ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,2,2,2,2,22,9.090909090909092
Not provided,under 50ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,couple,0,17,17,17,17,69,24.637681159420293
Not provided,under 50ties,high income,0,Single / not married,Secondary / secondary special,Commercial associate,couple,1,52,52,52,52,69,75.36231884057972
Not provided,under 50ties,high income,0,Single / not married,Secondary / secondary special,Pensioner,1 person household,0,150,150,150,150,150,100.0
Not provided,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,26,26,26,26,358,7.262569832402235
Not provided,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,332,332,332,332,358,92.73743016759776
Not provided,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,2+1,0,25,25,25,25,25,100.0
Not provided,under 50ties,high income,0,Single / not married,Secondary / secondary special,Working,2+2,0,10,10,10,10,10,100.0
Not provided,under 50ties,high income,0,Widow,Higher education,Pensioner,1 person household,0,18,18,18,18,18,100.0
Not provided,under 50ties,high income,0,Widow,Lower secondary,Working,couple,0,5,5,5,5,5,100.0
Not provided,under 50ties,high income,0,Widow,Secondary / secondary special,Pensioner,1 person household,0,10,10,10,10,56,17.857142857142858
Not provided,under 50ties,high income,0,Widow,Secondary / secondary special,Pensioner,1 person household,1,46,46,46,46,56,82.14285714285714
Not provided,under 50ties,high income,0,Widow,Secondary / secondary special,Working,1 person household,0,60,60,60,60,93,64.51612903225806
Not provided,under 50ties,high income,0,Widow,Secondary / secondary special,Working,1 person household,1,33,33,33,33,93,35.483870967741936
Not provided,under 50ties,high income,0,Widow,Secondary / secondary special,Working,couple,0,22,22,22,22,22,100.0
Not provided,under 50ties,high income,1,Civil marriage,Secondary / secondary special,Working,2+1,1,6,6,6,6,6,100.0
Not provided,under 50ties,high income,1,Civil marriage,Secondary / secondary special,Working,couple,0,27,27,27,27,83,32.53012048192771
Not provided,under 50ties,high income,1,Civil marriage,Secondary / secondary special,Working,couple,1,56,56,56,56,83,67.46987951807229
Not provided,under 50ties,high income,1,Married,Higher education,Commercial associate,2+1,0,76,76,76,76,369,20.59620596205962
Not provided,under 50ties,high income,1,Married,Higher education,Commercial associate,2+1,1,293,293,293,293,369,79.40379403794037
Not provided,under 50ties,high income,1,Married,Higher education,Commercial associate,couple,0,21,21,21,21,21,100.0
Not provided,under 50ties,high income,1,Married,Higher education,State servant,couple,0,7,7,7,7,66,10.606060606060606
Not provided,under 50ties,high income,1,Married,Higher education,State servant,couple,1,59,59,59,59,66,89.39393939393939
Not provided,under 50ties,high income,1,Married,Higher education,Working,couple,0,139,139,139,139,627,22.169059011164276
Not provided,under 50ties,high income,1,Married,Higher education,Working,couple,1,488,488,488,488,627,77.83094098883574
Not provided,under 50ties,high income,1,Married,Secondary / secondary special,Commercial associate,couple,1,39,39,39,39,39,100.0
Not provided,under 50ties,high income,1,Married,Secondary / secondary special,Pensioner,couple,1,42,42,42,42,42,100.0
Not provided,under 50ties,high income,1,Married,Secondary / secondary special,State servant,couple,0,89,89,89,89,247,36.032388663967616
Not provided,under 50ties,high income,1,Married,Secondary / secondary special,State servant,couple,1,158,158,158,158,247,63.96761133603239
Not provided,under 50ties,high income,1,Separated,Higher education,Working,couple,0,21,21,21,21,21,100.0
Not provided,under 50ties,high income,1,Single / not married,Secondary / secondary special,Commercial associate,1 person household,0,17,17,17,17,131,12.977099236641221
Not provided,under 50ties,high income,1,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,114,114,114,114,131,87.02290076335878
Not provided,under 50ties,medium income,0,Civil marriage,Secondary / secondary special,Commercial associate,couple,0,11,11,11,11,11,100.0
Not provided,under 50ties,medium income,0,Civil marriage,Secondary / secondary special,State servant,2+1,0,4,4,4,4,4,100.0
Not provided,under 50ties,medium income,0,Civil marriage,Secondary / secondary special,Working,couple,1,102,102,102,102,102,100.0
Not provided,under 50ties,medium income,0,Married,Higher education,Working,couple,0,163,163,163,163,492,33.13008130081301
Not provided,under 50ties,medium income,0,Married,Higher education,Working,couple,1,329,329,329,329,492,66.869918699187
Not provided,under 50ties,medium income,0,Married,Incomplete higher,Commercial associate,couple,0,15,15,15,15,278,5.39568345323741
Not provided,under 50ties,medium income,0,Married,Incomplete higher,Commercial associate,couple,1,263,263,263,263,278,94.60431654676259
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Commercial associate,2+1,1,71,71,71,71,71,100.0
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,0,7,7,7,7,12,58.333333333333336
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Commercial associate,couple,1,5,5,5,5,12,41.66666666666667
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Pensioner,2+1,0,52,52,52,52,52,100.0
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Pensioner,couple,0,155,155,155,155,192,80.72916666666666
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Pensioner,couple,1,37,37,37,37,192,19.270833333333336
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,State servant,couple,0,171,171,171,171,287,59.58188153310105
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,State servant,couple,1,116,116,116,116,287,40.41811846689895
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Working,2+1,0,243,243,243,243,859,28.28870779976717
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Working,2+1,1,616,616,616,616,859,71.71129220023282
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Working,2+2,0,130,130,130,130,308,42.2077922077922
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Working,2+2,1,178,178,178,178,308,57.7922077922078
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Working,couple,0,237,237,237,237,778,30.46272493573265
Not provided,under 50ties,medium income,0,Married,Secondary / secondary special,Working,couple,1,541,541,541,541,778,69.53727506426736
Not provided,under 50ties,medium income,0,Separated,Secondary / secondary special,Commercial associate,1 person household,0,8,8,8,8,40,20.0
Not provided,under 50ties,medium income,0,Separated,Secondary / secondary special,Commercial associate,1 person household,1,32,32,32,32,40,80.0
Not provided,under 50ties,medium income,0,Separated,Secondary / secondary special,Working,1 person household,1,99,99,99,99,99,100.0
Not provided,under 50ties,medium income,0,Separated,Secondary / secondary special,Working,2+1,1,34,34,34,34,34,100.0
Not provided,under 50ties,medium income,0,Single / not married,Secondary / secondary special,Commercial associate,1 person household,1,54,54,54,54,54,100.0
Not provided,under 50ties,medium income,0,Single / not married,Secondary / secondary special,Commercial associate,couple,0,56,56,56,56,56,100.0
Not provided,under 50ties,medium income,0,Single / not married,Secondary / secondary special,Working,1 person household,0,5,5,5,5,59,8.47457627118644
Not provided,under 50ties,medium income,0,Single / not married,Secondary / secondary special,Working,1 person household,1,54,54,54,54,59,91.52542372881356
Not provided,under 50ties,medium income,1,Married,Secondary / secondary special,Working,2+1,0,45,45,45,45,124,36.29032258064516
Not provided,under 50ties,medium income,1,Married,Secondary / secondary special,Working,2+1,1,79,79,79,79,124,63.70967741935484
Not provided,under 50ties,medium income,1,Single / not married,Secondary / secondary special,Pensioner,1 person household,0,19,19,19,19,19,100.0
